Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,Price
132,57,219,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Patriot Limited 4x4,Jeep,2010 Jeep Patriot,2010,172,165,16900
148,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Chevrolet Equinox LS AWD,Chevrolet,2011 Chevrolet Equinox,2011,182,172,21200
143,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,292,320,11500
115,184,224,Rear-wheel drive,Dodge 3.7L 6 Cylinder 215 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Dodge Ram 1500 ST Quad Cab 4x2,Dodge,2010 Dodge Ram 1500,2011,215,235,20200
163,190,138,All-wheel drive,Porsche 3.6L 6 cylinder 290 hp 273 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2010 Porsche Cayenne Tiptronic,Porsche,2010 Porsche Cayenne,2010,290,273,25400
200,105,249,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic,24,Gasoline,31,Automatic transmission,2011 Volkswagen Golf 2.5L 4-Door,Volkswagen,2011 Volkswagen Golf 4-Door,2011,170,177,19600
186,187,224,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission,2010 Toyota Corolla S,Toyota,2010 Toyota Corolla,2010,132,128,9500
117,21,41,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2011 Audi Q5 2.0 T,Audi,2011 Audi Q5,2011,211,258,14300
85,215,240,Rear-wheel drive,GMC 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission,2010 GMC Sierra 1500 Extended Cab WT 2WD 4.8L,GMC,2010 GMC Sierra 1500,2010,302,305,13600
104,22,72,Rear-wheel drive,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,20,Gasoline,30,Automatic transmission,2010 Hyundai Genesis Coupe 2.0T Premium AT,Hyundai,2010 Hyundai Genesis Coupe,2010,210,223,14900
134,67,3,Front-wheel drive,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,31,Manual transmission,2012 Scion tC,Scion,2012 Scion tC,2012,180,173,8600
102,36,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 STX 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294,15700
229,232,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,20,Gasoline,25,Automatic transmission,2010 Honda Element SC AT,Honda,2010 Honda Element,2010,166,161,10400
115,184,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407,19200
52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2012 Nissan Pathfinder Silver Edition 4x4,Nissan,2012 Nissan Pathfinder,2012,266,288,12000
190,5,62,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,TRUE,7,7 Speed Automatic Select Shift,22,Diesel fuel,33,Automatic transmission,2011 Mercedes-Benz E350 BlueTEC Sedan,Mercedes,2011 Mercedes-Benz E-Class Sedan,2011,210,400,14000
77,60,219,All-wheel drive,Chevrolet 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission,2012 Chevrolet Express 1500 FFV AWD,Chevrolet,2012 Chevrolet Express,2012,310,334,22100
114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2012 BMW 335i xDrive Coup,BMW,2012 BMW 3 Series Coup,2012,300,300,19200
20,108,16,All-wheel drive,Porsche 3.8L 6 cylinder 385 hp 310 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 Porsche 911 Carrera 4S Coupe,Porsche,2010 Porsche 911 Coupe,2010,385,310,76000
140,72,227,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,12,Gasoline,17,Automatic transmission,2010 Nissan Titan King Cab XE 4x4,Nissan,2010 Nissan Titan,2010,317,385,13300
175,109,55,All-wheel drive,Acura 3.7L 6 Cylinder 300 hp 271 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Acura RL,Acura,2011 Acura RL,2011,300,271,10800
62,128,224,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,TRUE,5,5 Speed Automatic,10,Gasoline,13,Automatic transmission,2012 Ford E-350 Super Duty Wagon XLT V10,Ford,2012 Ford E-350 Super Duty Wagon,2012,305,420,10600
125,40,90,All-wheel drive,BMW 3.0L 6 cylinder 240hp 221 ft-lbS,TRUE,8,8 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2011 BMW X3 xDrive28i SUV,BMW,2011 BMW X3,2011,240,221,17500
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2012 Nissan Armada SV 4x4 FFV,Nissan,2012 Nissan Armada,2012,317,385,14300
249,137,184,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Honda Ridgeline RTS,Honda,2011 Honda Ridgeline,2011,250,247,14700
254,199,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,32,Automatic transmission,2010 Nissan Versa Hatchback 1.8 S AT,Nissan,2010 Nissan Versa Hatchback,2010,122,127,12800
203,221,110,All-wheel drive,BMW 4.4L 8 cylinder 500hp 516 ft-lbs Tr-charged,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2011 BMW ALPINA B7 SWB xDrive Sedan,BMW,2011 BMW ALPINA B7 Sedan,2011,500,516,20800
132,225,118,All-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2012 Cadillac SRX Crossover Premium AWD,Cadillac,2012 Cadillac SRX Crossover,2012,308,265,16400
143,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420,15100
102,45,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,TRUE,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 Ford F-150 XLT 6.5-ft. Bed,Ford,2011 Ford F-150,2011,302,278,16300
242,105,13,All-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,E85,17,Automatic transmission,2010 Mercury Mariner Premier FFV AWD,Mercury,2010 Mercury Mariner,2010,240,223,6100
36,22,11,Rear-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,24,Automatic transmission,2010 Infiniti EX35 Journey,Infiniti,2010 Infiniti EX,2010,297,253,15900
188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2010 Volkswagen GTI 2-Door,Volkswagen,2010 Volkswagen GTI 2-Door,2010,200,207,13900
252,167,209,Four-wheel drive,Land Rover 5.0 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2011 Land Rover Range Rover Sport Autobiography,Land Rover,2011 Land Rover Range Rover Sport,2011,510,461,18100
17,6,252,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2010 Mercedes-Benz SLK300,Mercedes,2010 Mercedes-Benz SLK-Class,2010,228,221,11900
164,198,236,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Audi A8,Audi,2010 Audi A8,2010,350,325,19700
34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,TRUE,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler Arctic,Jeep,2012 Jeep Wrangler,2012,285,260,19500
190,206,158,Front-wheel drive,Hyundai 1.6L 4 cylinder 110hp 106  ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2010 Hyundai Accent Hatchback SE,Hyundai,2010 Hyundai Accent Hatchback,2010,110,106,10500
238,133,229,Front-wheel drive,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,TRUE,4,4 Speed Automatic,23,Gasoline,30,Automatic transmission,2012 Hyundai Elantra Touring GLS AT,Hyundai,2012 Hyundai Elantra Touring,2012,138,136,13100
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2012 Nissan Armada SV 4x4,Nissan,2012 Nissan Armada,2012,317,385,12100
137,169,85,Rear-wheel drive,Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic,19,Gasoline,31,Automatic transmission,2012 Ford Mustang V6 Premium AT,Ford,2012 Ford Mustang Coup,2012,305,280,23900
77,60,219,All-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,10,E85,13,Automatic transmission,2011 GMC Savana Cargo 1500 AWD,GMC,2011 GMC Savana,2011,310,334,12400
190,153,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2011 Mazda Mazda3 5-Door s Sport AT,Mazda,2011 Mazda Mazda3 5-Door,2011,167,168,10300
193,41,82,Front-wheel drive,Buick 3.9L 6 Cylinder 227 hp 237 ft-lbs FFV,TRUE,4,4 Speed Automatic,17,Gasoline,26,Automatic transmission,2010 Buick Lucerne CX-2,Buick,2010 Buick Lucerne,2010,227,237,11300
203,63,24,Front-wheel drive,Buick 2.4L 4 Cylinder 180 hp 171 ft-lbs FFV,TRUE,6,6 Speed Automatic,22,Gasoline,31,Automatic transmission,2012 Buick Verano Leather Group,Buick,2012 Buick Verano,2012,180,171,16500
13,141,46,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Jeep Liberty Renegade,Jeep,2010 Jeep Liberty,2010,210,235,5900
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,20,Automatic transmission,2010 Cadillac Escalade Luxury AWD,Cadillac,2010 Cadillac Escalade,2010,403,417,14000
19,120,64,Four-wheel drive,Jeep 3.7L 6 Cylinder 210 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Jeep Liberty Jet Sport 4x4,Jeep,2011 Jeep Liberty,2011,210,235,10500
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Jaguar XFR,Jaguar,2010 Jaguar XF,2010,510,461,24200
158,148,19,Four-wheel drive,Suzuki 3.2L 6 Cylinder 230 hp 213 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Suzuki Grand Vitara XSport 4WD,Suzuki,2010 Suzuki Grand Vitara,2010,230,213,5500
195,227,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission,2010 Subaru Impreza Sedan 2.5i,Subaru,2010 Subaru Impreza Sedan,2011,170,170,10200
127,129,148,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission,2010 MINI John Cooper Works Convertible,MINI,2010 MINI Cooper Convertible,2010,208,192,12400
145,228,8,Rear-wheel drive,Lexus 3.5L 6 Cylinder 306 hp 277 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2011 Lexus IS 350 RWD Sedan,Lexus,2009 Lexus IS C,2011,306,277,21400
193,212,151,Rear-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2012 Grand Cherokee Overland Summit 4x2,Grand Cherokee,2012 Jeep Grand Cherokee,2012,290,260,17900
208,63,92,All-wheel drive,Kia 2.4L 4 Cylinder 175 hp 169 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,27,Automatic transmission,2011 Kia Sorento EX AWD,Kia,2011 Kia Sorento,2011,175,169,11500
212,123,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 638 hp 604 ft-lbs S-charged,TRUE,6,6 Speed Manual,14,Gasoline,20,Manual transmission,2011 Chevrolet Corvette ZR1 1ZR,Chevrolet,2011 Chevrolet Corvette ZR1,2011,638,604,42500
173,134,138,All-wheel drive,Lincoln 3.7L 6 Cylinder 305 hp 280 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2011 Lincoln MKX AWD,Lincoln,2011 Lincoln MKX,2011,305,280,14900
85,106,166,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover HSE LUX,Land Rover,2012 Land Rover Range Rover,2012,375,375,21600
49,5,214,All-wheel drive,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2012 Buick Enclave Convenience Group AWD,Buick,2012 Buick Enclave,2012,288,270,14300
223,204,244,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,TRUE,6,6 Speed Manual,30,Diesel fuel,42,Manual transmission,2012 Volkswagen Jetta SportWagen TDI,Volkswagen,2012 Volkswagen Jetta SportWagen,2012,140,236,17600
195,86,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,TRUE,5,5 Speed Automatic,23,Gasoline,34,Automatic transmission,2012 Honda Accord EX Sedan AT,Honda,2012 Honda Accord Sedan,2012,190,162,11400
52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2012 Nissan Pathfinder LE 4x4,Nissan,2012 Nissan Pathfinder,2012,266,288,10200
137,190,62,All-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,TRUE,6,6 Speed Automatic,22,Gasoline,31,Automatic transmission,2011 Volkswagen CC VR6 4Motion Executive,Volkswagen,2011 Volkswagen CC,2011,280,265,17800
165,22,234,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinders 228 hp 221 ft-lbs FFV,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2011 Mercedes-Benz C300 Luxury  Driver-Adaptive AT,Mercedes,2011 Mercedes-Benz C-Class,2011,228,221,23800
190,197,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Toyota Camry SE V6,Toyota,2012 Toyota Camry,2012,268,248,11000
191,198,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Toyota Camry LE V6,Toyota,2011 Toyota Camry,2011,268,248,10400
247,200,105,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 Premier Plus,Volvo,2012 Volvo XC90,2012,240,236,10900
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Grand Sport Coupe 2LT AT,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011,430,424,36000
24,60,224,All-wheel drive,Chevrolet 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,10,E85,13,Automatic transmission,2010 Chevrolet Express 1500 FFV AWD,Chevrolet,2010 Chevrolet Express,2010,310,334,21100
193,212,151,Four-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,16,Gasoline,23,Automatic transmission,2012 Grand Cherokee Overland Summit 4x4,Grand Cherokee,2012 Jeep Grand Cherokee,2012,290,260,18900
115,72,227,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Nissan Titan Crew Cab SL,Nissan,2011 Nissan Titan,2011,317,385,12300
153,245,217,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission,2010 Chevrolet Avalanche LTZ 4WD,Chevrolet,2010 Chevrolet Avalanche,2010,320,335,17900
104,22,72,Rear-wheel drive,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,27,Automatic transmission,2010 Hyundai Genesis Coupe 3.8 Grand Touring AT,Hyundai,2010 Hyundai Genesis Coupe,2010,306,266,14000
6,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Unlimited Sahara AT,Jeep,2011 Jeep Wrangler,2011,202,237,22700
36,22,11,Rear-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Infiniti EX35,Infiniti,2012 Infiniti EX,2012,297,253,15300
254,62,211,Front-wheel drive,Dodge 2.0L 4 Cylinder 158 hp 141  ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,32,Manual transmission,2012 Dodge Caliber SE,Dodge,2012 Dodge Caliber,2012,158,141,21000
193,212,151,Rear-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2012 Grand Cherokee Limited 4x2,Grand Cherokee,2012 Jeep Grand Cherokee,2012,290,260,17000
82,70,240,Four-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission,2011 GMC Sierra 1500 Long Box WT 4WD 5.3L,GMC,2011 GMC Sierra 1500,2011,315,335,12600
185,5,135,Rear-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 Mercedes-Benz E550 Sedan,Mercedes,2010 Mercedes-Benz E-Class Sedan,2010,382,391,21300
244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,33,Manual transmission,2010 Honda Fit,Honda,2010 Honda Fit,2010,117,106,19300
24,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,14,Automatic transmission,2010 Ford F-150 Lariat SuperCab 6.5-ft. Bed,Ford,2010 Ford F-150,2010,310,365,13000
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 288 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Chevrolet Traverse LTZ AWD,Chevrolet,2010 Chevrolet Traverse,2010,288,270,22000
143,176,237,Four-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,2010 Toyota Tundra Long Bed 4.6L 4X4,Toyota,2010 Toyota Tundra,2010,310,327,10400
208,12,62,Front-wheel drive,Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.,TRUE,5,5 Speed Automatic,19,Gasoline,27,Automatic transmission,2010 Toyota RAV4 Sport V6,Toyota,2010 Toyota RAV4,2010,269,246,9400
212,123,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 638 hp 604 ft-lbs S-charged,TRUE,6,6 Speed Manual,14,Gasoline,20,Manual transmission,2010 Chevrolet Corvette ZR1 3ZR,Chevrolet,2010 Chevrolet Corvette ZR1,2010,638,604,34000
161,10,214,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission,2011 GMC Yukon 4WD SLT,GMC,2011 GMC Yukon,2011,320,335,11600
143,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed FFV,Ford,2010 Ford F-150,2010,310,365,17700
203,5,49,Front-wheel drive,Chrysler 2.4L 4 cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,31,Automatic transmission,2011 Chrysler 200 Limited Sedan,Chrysler,2011 Chrysler 200 Sedan,2011,173,166,20800
224,177,118,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Toyota Highlander Limited,Toyota,2012 Toyota Highlander,2012,270,248,9300
161,10,214,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Chevrolet Tahoe LTZ 4WD,Chevrolet,2011 Chevrolet Tahoe,2011,320,335,20200
130,184,224,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,TRUE,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Dodge Ram 1500 Lone Star Quad Cab 4x4,Dodge,2011 Dodge Ram 1500,2011,310,330,19900
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2011 Chevrolet Corvette Coupe 3LT AT,Chevrolet,2011 Chevrolet Corvette Coupe,2011,430,424,41700
24,172,118,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2010 Mercedes-Benz ML350,Mercedes,2010 Mercedes-Benz M-Class,2010,268,258,17900
193,251,49,All-wheel drive,Cadillac 3.6L 6 Cylinder 318 hp 275 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 Cadillac CTS Sport Sedan Premium AWD,Cadillac,2012 Cadillac CTS Sport Sedan,2012,318,275,19400
224,177,118,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Toyota Highlander SE V6,Toyota,2012 Toyota Highlander,2012,270,248,10300
96,228,125,Rear-wheel drive,Chevrolet 3.6L 6 Cylinder 304 hp 273 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,29,Automatic transmission,2010 Chevrolet Camaro Coupe 2LT AT,Chevrolet,2010 Chevrolet Camaro Coupe,2010,304,273,17400
85,215,240,Rear-wheel drive,GMC 5.3L 8 Cylinder 315 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission,2010 GMC Sierra 1500 Extended Cab SLT 2WD,GMC,2010 GMC Sierra 1500,2010,315,335,11800
183,40,67,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 BMW 535i xDrive Sedan,BMW,2012 BMW 5 Series Sedan,2012,300,300,17300
180,204,153,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,2011 Toyota Yaris Sedan AT,Toyota,2011 Toyota Yaris Sedan,2011,106,103,13900
61,108,234,Rear-wheel drive,Mazda 1.3L R2 232 hp 159 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,22,Manual transmission,2010 Mazda RX-8 Grand Touring,Mazda,2010 Mazda RX-8,2010,232,159,14000
158,16,217,Four-wheel drive,GMC 6.0L 8 Cylinder 352 hp 382 ft-lbs,TRUE,6,6 Speed Automatic,10,Gasoline,15,Automatic transmission,2012 GMC Yukon XL SLE 2500 4WD,GMC,2012 GMC Yukon XL,2012,352,382,14400
181,22,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,24,Manual transmission,2010 GMC Canyon SLE 4WD,GMC,2010 GMC Canyon,2010,185,190,13800
